"取引日","取引所コード","取引種別","現商品コード","取組高(当業者)(売)","取組高(当業者)(買)","取組高(プロップ、マーケット・メーカー)(売)","取組高(プロップ、マーケット・メーカー)(買)","取組高(ファンド・投資信託)(売)","取組高(ファンド・投資信託)(買)","取組高(一般投資家)(売)","取組高(一般投資家)(買)","取組高(取次者経由)(売)","取組高(取次者経由)(買)","取組高(外国商品先物取引業者経由)(売)","取組高(外国商品先物取引業者経由)(買)","期近帳入値","期先帳入値"
"20201014","77","11","38","1705","1466","0","194","","","0","45","","","","","43500","43500"
"20201014","77","12","41","","","","","","","","","","","","","43000","43000"
"20201014","77","12","42","","","","","","","","","","","","","43000","43000"
"20201014","77","12","43","","","","","","","","","","","","","49100","49700"
"20201014","77","12","44","","","","","","","","","","","","","44000","44000"
"20201014","77","12","45","","","","","","","","","","","","","46000","46000"
"20201014","77","12","46","","","","","","","","","","","","","49200","49800"
"20201014","77","12","61","60","60","0","0","","","","","","","","","5.9","7.14"
"20201014","77","12","62","1","0","0","0","","","0","1","","","","","6.3","8.52"
"20201014","77","12","63","1161","2230","0","0","","","","","","","1129","60","5.68","7.47"
"20201014","77","12","64","123","424","0","0","","","1","0","","","301","1","6.38","8.63"
"20201021","77","11","31","1064","590","114","422","","","139","227","26","37","206","273","40200","41030"
"20201021","77","11","32","1211","1035","201","283","","","98","47","","","54","199","42630","43570"
"20201021","77","11","34","","","","","","","","","","","","","47100","48100"
"20201021","77","12","33","28301","6281","8874","9135","0","119371","2629","2084","116","394","120729","23384","27970","28620"
"20201021","77","11","37","1251","950","0","291","","","0","10","","","","","41900","42100"
"20201021","77","11","38","1925","1682","0","198","","","0","45","","","","","44600","43500"
"20201021","77","12","41","","","","","","","","","","","","","43000","43000"
"20201021","77","12","42","","","","","","","","","","","","","43000","43000"
"20201021","77","12","43","","","","","","","","","","","","","49100","49700"
"20201021","77","12","44","","","","","","","","","","","","","44000","44000"
"20201021","77","12","45","","","","","","","","","","","","","46000","46000"
"20201021","77","12","46","","","","","","","","","","","","","49200","49800"
"20201021","77","12","61","60","60","0","0","","","","","","","","","5.91","7.18"
"20201021","77","12","62","1","0","0","0","","","0","1","","","","","6.32","8.56"
"20201021","77","12","63","1331","2400","0","0","","","","","","","1129","60","5.75","7.51"
"20201021","77","12","64","192","493","0","0","","","1","0","","","301","1","6.3","8.68"
"20201028","77","11","31","926","466","103","646","","","146","254","19","39","302","91","38380","39670"
"20201028","77","11","32","1069","931","207","330","","","91","49","","","74","131","41600","42210"
"20201028","77","11","34","","","","","","","","","","","","","45800","46800"
"20201028","77","12","33","27789","6188","10070","9980","0","116088","2111","2126","61","483","116586","21752","26340","27020"
"20201028","77","11","37","752","514","0","228","","","0","10","","","","","40800","42100"
"20201028","77","11","38","1495","1280","1","176","","","0","40","","","","","43300","43500"
"20201028","77","12","41","","","","","","","","","","","","","43000","43000"
"20201028","77","12","42","","","","","","","","","","","","","43000","43000"
"20201028","77","12","43","","","","","","","","","","","","","49100","49700"
"20201028","77","12","44","","","","","","","","","","","","","44000","44000"
"20201028","77","12","45","","","","","","","","","","","","","46000","46000"
"20201028","77","12","46","","","","","","","","","","","","","49200","49800"
"20201028","77","12","61","150","150","0","0","","","","","","","","","5.89","7.04"
"20201028","77","12","62","31","30","0","0","","","0","1","","","","","6.27","8.4"
"20201028","77","12","63","1451","2550","0","0","","","","","","","1279","180","5.73","7.37"
"20201028","77","12","64","222","523","0","0","","","1","0","","","301","1","6.29","8.53"
"20201104","77","11","31","980","492","118","710","","","168","275","15","40","286","50","38330","40390"
"20201104","77","11","32","1211","970","222","446","","","64","65","","","82","98","41600","42620"
"20201104","77","11","34","","","","","","","","","","","","","46800","47800"
"20201104","77","12","33","26479","4152","10636","9583","0","122223","2976","2771","87","469","113739","14719","26850","27550"
"20201104","77","11","37","792","547","0","231","","","0","14","","","","","40700","40400"
"20201104","77","11","38","2101","1731","2","342","","","0","30","","","","","42700","43500"
"20201104","77","12","41","","","","","","","","","","","","","43000","43000"
"20201104","77","12","42","","","","","","","","","","","","","43000","43000"
"20201104","77","12","43","","","","","","","","","","","","","49300","49700"
"20201104","77","12","44","","","","","","","","","","","","","44000","44000"
"20201104","77","12","45","","","","","","","","","","","","","46000","46000"
"20201104","77","12","46","","","","","","","","","","","","","49400","49800"
"20201104","77","12","61","140","140","0","0","","","","","","","","","6.75","7.27"
"20201104","77","12","62","30","30","0","0","","","","","","","","","7.36","8.96"
"20201104","77","12","63","1351","2180","0","0","","","","","","","1009","180","7.01","7.77"
"20201104","77","12","64","230","449","0","0","","","0","30","","","250","1","7.88","9.17"
"20201111","77","11","31","1065","529","122","777","","","173","228","17","32","285","96","40090","41990"
"20201111","77","11","32","1300","997","227","495","","","59","80","1","0","58","73","43010","44430"
"20201111","77","11","34","","","","","","","","","","","","","48000","49000"
"20201111","77","12","33","26165","4353","10001","9605","0","118936","2619","2544","147","325","111571","14740","28840","29280"
"20201111","77","11","37","813","557","0","241","","","0","15","","","","","42300","40400"
"20201111","77","11","38","2483","2092","2","337","","","0","56","","","","","44500","43500"
"20201111","77","12","41","","","","","","","","","","","","","43000","43000"
"20201111","77","12","42","","","","","","","","","","","","","43000","43000"
"20201111","77","12","43","","","","","","","","","","","","","49300","49700"
"20201111","77","12","44","","","","","","","","","","","","","44000","44000"
"20201111","77","12","45","","","","","","","","","","","","","46000","46000"
"20201111","77","12","46","","","","","","","","","","","","","49400","49800"
"20201111","77","12","61","290","140","0","0","","","","","","","0","150","6.82","7.46"
"20201111","77","12","62","30","30","0","0","","","","","","","","","7.43","9.13"
"20201111","77","12","63","1346","2175","0","0","","","","","","","999","170","7.09","7.97"
"20201111","77","12","64","230","449","0","0","","","0","30","","","250","1","7.96","9.39"
"20201118","77","11","31","1093","586","113","751","","","172","220","25","30","282","98","40290","41010"
"20201118","77","11","32","1351","1063","211","451","","","68","70","1","0","48","95","42410","43540"
"20201118","77","11","34","","","","","","","","","","","","","46800","47800"
"20201118","77","12","33","26260","3848","12016","11369","0","111864","2108","1977","148","313","105348","16509","28250","28480"
"20201118","77","11","37","846","590","0","241","","","0","15","","","","","42500","40400"
"20201118","77","11","38","2724","2309","2","361","","","0","56","","","","","44500","43500"
"20201118","77","12","41","","","","","","","","","","","","","43000","43000"
"20201118","77","12","42","","","","","","","","","","","","","43000","43000"
"20201118","77","12","43","","","","","","","","","","","","","49300","49700"
"20201118","77","12","44","","","","","","","","","","","","","44000","44000"
"20201118","77","12","45","","","","","","","","","","","","","46000","46000"
"20201118","77","12","46","","","","","","","","","","","","","49400","49800"
"20201118","77","12","61","305","155","0","0","","","","","","","0","150","6.83","7.48"
"20201118","77","12","62","30","30","0","0","","","","","","","","","7.44","9.16"
"20201118","77","12","63","1351","2180","0","0","","","","","","","999","170","6.77","7.99"
"20201118","77","12","64","230","459","0","0","","","0","30","","","260","1","7.9","9.41"
"20201125","77","11","31","891","430","117","647","","","163","171","25","29","268","187","40990","43310"
"20201125","77","11","32","1079","761","134","369","","","77","73","","","31","118","45500","46010"
"20201125","77","11","34","","","","","","","","","","","","","48600","49400"
"20201125","77","12","33","26310","3908","11505","10831","0","110309","1990","1722","188","201","104198","17220","31140","30930"
"20201125","77","11","37","533","343","0","175","","","0","15","","","","","44040","40400"
"20201125","77","11","38","1632","1348","1","227","","","0","58","","","","","45870","43500"
"20201125","77","12","41","","","","","","","","","","","","","43000","43000"
"20201125","77","12","42","","","","","","","","","","","","","43000","43000"
"20201125","77","12","43","","","","","","","","","","","","","49300","49700"
"20201125","77","12","44","","","","","","","","","","","","","44000","44000"
"20201125","77","12","45","","","","","","","","","","","","","46000","46000"
"20201125","77","12","46","","","","","","","","","","","","","49400","49800"
"20201125","77","12","61","305","155","0","0","","","","","","","0","150","6.78","7.6"
"20201125","77","12","62","35","35","0","0","","","","","","","","","7.4","9.26"
"20201125","77","12","63","1351","2190","0","0","","","","","","","1004","165","6.79","8.11"
"20201125","77","12","64","230","459","0","0","","","0","30","","","260","1","7.69","9.54"
"20201202","77","11","31","939","471","160","664","","","153","211","21","19","263","171","41920","42260"
"20201202","77","11","32","1261","885","111","337","","","69","37","","","10","192","45020","45570"
"20201202","77","11","34","","","","","","","","","","","","","48500","48300"
"20201202","77","12","33","26068","4674","8551","7917","0","103608","1760","1554","172","212","94206","12792","30380","30310"
"20201202","77","11","37","533","343","0","175","","","0","15","","","","","44000","44800"
"20201202","77","11","38","1652","1368","1","227","","","0","58","","","","","46500","45000"
"20201202","77","12","41","","","","","","","","","","","","","43000","43000"
"20201202","77","12","42","","","","","","","","","","","","","43000","43000"
"20201202","77","12","43","","","","","","","","","","","","","49500","49700"
"20201202","77","12","44","","","","","","","","","","","","","44000","44000"
"20201202","77","12","45","","","","","","","","","","","","","46000","46000"
"20201202","77","12","46","","","","","","","","","","","","","49600","49800"
"20201202","77","12","61","295","145","0","0","","","","","","","0","150","6.59","7.09"
"20201202","77","12","62","100","50","0","0","","","","","","","0","50","7.8","8.28"
"20201202","77","12","63","1126","1741","0","0","","","","","","","845","230","6.69","7.77"
"20201202","77","12","64","140","370","0","0","","","0","30","","","260","0","8.05","9.01"
"20201209","77","11","31","986","556","115","596","","","145","176","21","17","227","149","42650","43260"
"20201209","77","11","32","1344","931","36","279","","","63","35","","","10","208","46000","46480"
"20201209","77","11","34","","","","","","","","","","","","","49300","49000"
"20201209","77","12","33","26622","4927","10420","9833","0","103434","2360","2149","183","209","93977","13010","31290","31200"
"20201209","77","11","37","533","343","0","175","","","0","15","","","","","45000","44800"
"20201209","77","11","38","1653","1367","1","228","","","0","59","","","","","47500","45000"
"20201209","77","12","41","","","","","","","","","","","","","43000","43000"
"20201209","77","12","42","","","","","","","","","","","","","43000","43000"
"20201209","77","12","43","","","","","","","","","","","","","49500","49700"
"20201209","77","12","44","","","","","","","","","","","","","44000","44000"
"20201209","77","12","45","","","","","","","","","","","","","46000","46000"
"20201209","77","12","46","","","","","","","","","","","","","49600","49800"
"20201209","77","12","61","295","145","0","0","","","","","","","0","150","6.92","7.21"
"20201209","77","12","62","110","60","0","0","","","","","","","0","50","7.84","8.39"
"20201209","77","12","63","1236","1836","0","0","","","","","","","800","200","7.13","7.97"
"20201209","77","12","64","150","380","0","0","","","0","30","","","260","0","8.09","9.18"
"20201216","77","11","31","1067","574","197","545","","","154","141","16","15","104","263","43580","44360"
"20201216","77","11","32","1462","964","36","337","","","62","40","","","8","227","46700","47300"
"20201216","77","11","34","","","","","","","","","","","","","50300","50000"
"20201216","77","12","33","26945","5275","11654","11579","0","102424","2766","2594","190","241","106480","25922","32480","32080"
"20201216","77","11","37","535","345","0","175","","","0","15","","","","","46800","44800"
"20201216","77","11","38","1833","1506","1","297","","","0","31","","","","","48000","46100"
"20201216","77","12","41","","","","","","","","","","","","","43000","43000"
"20201216","77","12","42","","","","","","","","","","","","","43000","43000"
"20201216","77","12","43","","","","","","","","","","","","","49500","49700"
"20201216","77","12","44","","","","","","","","","","","","","44000","44000"
"20201216","77","12","45","","","","","","","","","","","","","46000","46000"
"20201216","77","12","46","","","","","","","","","","","","","49600","49800"
"20201216","77","12","61","405","145","0","0","","","0","10","","","0","250","7","7.33"
"20201216","77","12","62","110","77","0","0","","","17","0","","","0","50","7.92","8.44"
"20201216","77","12","63","1451","1918","0","9","","","5","0","","","755","284","7.5","8.1"
"20201216","77","12","64","255","380","0","0","","","0","35","","","160","0","8.71","9.27"
"20201223","77","11","31","1138","582","155","483","","","139","134","20","25","22","250","42680","43320"
"20201223","77","11","32","1556","1009","22","399","","","51","27","","","3","197","45900","46570"
"20201223","77","11","34","","","","","","","","","","","","","50500","50300"
"20201223","77","12","33","27587","5328","9581","9860","0","93353","1915","1893","258","184","96211","24934","31650","31420"
"20201223","77","11","37","629","439","0","175","","","0","15","","","","","46000","44800"
"20201223","77","11","38","1989","1660","21","320","","","0","30","","","","","48390","46100"
"20201223","77","12","41","","","","","","","","","","","","","43000","43000"
"20201223","77","12","42","","","","","","","","","","","","","43000","43000"
"20201223","77","12","43","","","","","","","","","","","","","49500","49700"
"20201223","77","12","44","","","","","","","","","","","","","44000","44000"
"20201223","77","12","45","","","","","","","","","","","","","46000","46000"
"20201223","77","12","46","","","","","","","","","","","","","49600","49800"
"20201223","77","12","61","415","155","0","0","","","0","6","","","0","254","8.5","7.34"
"20201223","77","12","62","155","92","0","0","","","32","30","","","0","65","9.1","8.43"
"20201223","77","12","63","1931","2088","0","7","","","2","1","","","751","588","8.95","8.1"
"20201223","77","12","64","255","378","0","0","","","0","35","","","158","0","10.31","9.27"
"20201230","77","11","31","988","423","158","493","","","144","139","20","20","7","242","44710","44450"
"20201230","77","11","32","1242","682","21","416","","","63","31","0","1","7","203","47890","47620"
"20201230","77","11","34","","","","","","","","","","","","","50900","51100"
"20201230","77","12","33","28366","5296","8823","9037","0","91413","1633","1544","227","221","92845","24383","32850","32620"
"20201230","77","11","37","307","177","0","115","","","0","15","","","","","45900","44800"
"20201230","77","11","38","835","690","1","117","","","0","29","","","","","49500","47100"
"20201230","77","12","41","","","","","","","","","","","","","43000","43000"
"20201230","77","12","42","","","","","","","","","","","","","43000","43000"
"20201230","77","12","43","","","","","","","","","","","","","49500","49700"
"20201230","77","12","44","","","","","","","","","","","","","44000","44000"
"20201230","77","12","45","","","","","","","","","","","","","46000","46000"
"20201230","77","12","46","","","","","","","","","","","","","49600","49800"
"20201230","77","12","61","412","154","0","0","","","0","6","","","0","252","13.67","7.36"
"20201230","77","12","62","65","35","0","0","","","15","30","","","0","15","13.2","6.99"
"20201230","77","12","63","1926","2088","0","4","","","0","4","","","751","581","14.39","8.12"
"20201230","77","12","64","200","237","0","0","","","0","21","","","58","0","14.5","8.11"
"20210106","77","11","31","1031","434","104","533","","","133","117","21","22","1","184","45160","45430"
"20210106","77","11","32","1284","673","43","540","","","64","37","0","1","3","143","49000","48540"
"20210106","77","11","34","","","","","","","","","","","","","52000","51700"
"20210106","77","12","33","27471","5023","8622","7393","0","90301","1824","1344","231","205","88032","21914","34280","33480"
"20210106","77","11","37","307","177","0","115","","","0","15","","","","","47000","46700"
"20210106","77","11","38","835","689","1","117","","","0","30","","","","","49800","48100"
"20210106","77","12","41","","","","","","","","","","","","","43000","43000"
"20210106","77","12","42","","","","","","","","","","","","","43000","43000"
"20210106","77","12","43","","","","","","","","","","","","","49700","49700"
"20210106","77","12","44","","","","","","","","","","","","","44000","44000"
"20210106","77","12","45","","","","","","","","","","","","","46000","46000"
"20210106","77","12","46","","","","","","","","","","","","","49800","49800"
"20210106","77","12","61","301","112","0","0","","","0","2","","","0","187","14.15","6.66"
"20210106","77","12","62","65","35","0","0","","","15","30","","","0","15","16","7.1"
"20210106","77","12","63","1460","1580","0","0","","","0","5","","","600","475","17.5","7.59"
"20210106","77","12","64","200","236","0","0","","","0","21","","","57","0","19.29","8.06"
"20210113","77","11","31","1017","457","126","597","","","162","121","19","22","2","129","47720","47880"
"20210113","77","11","32","1287","673","168","612","","","55","39","0","1","2","187","52100","50540"
"20210113","77","11","34","","","","","","","","","","","","","54200","53400"
"20210113","77","12","33","26752","4925","10819","9548","0","93780","2301","1887","205","203","92107","21841","36860","36100"
"20210113","77","11","37","349","191","3","156","","","0","5","","","","","49900","46700"
"20210113","77","11","38","903","718","6","164","","","0","27","","","","","53500","48100"
"20210113","77","12","41","","","","","","","","","","","","","43000","43000"
"20210113","77","12","42","","","","","","","","","","","","","43000","43000"
"20210113","77","12","43","","","","","","","","","","","","","49700","49700"
"20210113","77","12","44","","","","","","","","","","","","","44000","44000"
"20210113","77","12","45","","","","","","","","","","","","","46000","46000"
"20210113","77","12","46","","","","","","","","","","","","","49800","49800"
"20210113","77","12","61","301","112","0","0","","","0","2","","","0","187","20.7","6.88"
"20210113","77","12","62","65","35","0","0","","","15","30","","","0","15","23.41","7.4"
"20210113","77","12","63","1460","1630","0","0","","","0","5","","","600","425","25.6","7.6"
"20210113","77","12","64","200","236","0","0","","","0","21","","","57","0","28.22","8.11"
"20210120","77","11","31","1047","508","133","602","","","177","121","17","24","4","123","47180","47300"
"20210120","77","11","32","1385","718","135","646","","","43","41","1","1","10","168","50800","49800"
"20210120","77","11","34","","","","","","","","","","","","","53500","53000"
"20210120","77","12","33","27477","6472","11443","10167","0","91864","2316","2003","222","340","92782","23394","36320","35610"
"20210120","77","11","37","386","228","3","156","","","0","5","","","","","50000","46700"
"20210120","77","11","38","961","791","20","165","","","0","25","","","","","52490","49300"
"20210120","77","12","41","","","","","","","","","","","","","43000","43000"
"20210120","77","12","42","","","","","","","","","","","","","43000","43000"
"20210120","77","12","43","","","","","","","","","","","","","49700","49700"
"20210120","77","12","44","","","","","","","","","","","","","44000","44000"
"20210120","77","12","45","","","","","","","","","","","","","46000","46000"
"20210120","77","12","46","","","","","","","","","","","","","49800","49800"
"20210120","77","12","61","301","112","0","0","","","0","2","","","0","187","33.31","6.89"
"20210120","77","12","62","65","35","0","0","","","15","30","","","0","15","37.68","7.43"
"20210120","77","12","63","1460","1630","0","0","","","0","5","","","600","425","41.2","7.6"
"20210120","77","12","64","200","236","0","0","","","0","21","","","57","0","45.43","8.13"
"20210127","77","11","31","922","458","198","573","","","168","108","19","20","2","150","46900","46820"
"20210127","77","11","32","1050","393","143","635","","","32","26","1","1","10","181","50030","49250"
"20210127","77","11","34","","","","","","","","","","","","","53300","52500"
"20210127","77","12","33","27375","6204","9120","8039","0","90866","1913","1638","217","328","91845","23395","36150","35250"
"20210127","77","11","37","86","23","3","61","","","0","5","","","","","49650","47800"
"20210127","77","11","38","87","90","6","1","","","0","2","","","","","51000","50000"
"20210127","77","12","41","","","","","","","","","","","","","43000","43000"
"20210127","77","12","42","","","","","","","","","","","","","43000","43000"
"20210127","77","12","43","","","","","","","","","","","","","49700","49700"
"20210127","77","12","44","","","","","","","","","","","","","44000","44000"
"20210127","77","12","45","","","","","","","","","","","","","46000","46000"
"20210127","77","12","46","","","","","","","","","","","","","49800","49800"
"20210127","77","12","61","305","115","0","0","","","0","3","","","0","187","26.25","6.87"
"20210127","77","12","62","65","35","0","0","","","15","30","","","0","15","29.64","7.42"
"20210127","77","12","63","1463","1633","0","0","","","0","5","","","600","425","30.62","7.57"
"20210127","77","12","64","300","237","0","0","","","1","21","","","7","50","33.91","8.12"
"20210203","77","11","31","972","551","247","564","","","172","89","17","13","0","191","49000","48490"
"20210203","77","11","32","1048","452","164","604","","","42","24","0","1","2","175","51700","50350"
"20210203","77","11","34","","","","","","","","","","","","","55000","53700"
"20210203","77","12","33","26742","4665","7149","7017","0","90462","1891","1712","200","179","88918","20865","37560","36410"
"20210203","77","11","37","86","23","3","61","","","0","5","","","","","50600","47800"
"20210203","77","11","38","87","90","6","3","","","","","","","","","52700","50000"
"20210203","77","12","41","","","","","","","","","","","","","43000","43000"
"20210203","77","12","42","","","","","","","","","","","","","43000","43000"
"20210203","77","12","43","","","","","","","","","","","","","49700","49700"
"20210203","77","12","44","","","","","","","","","","","","","44000","44000"
"20210203","77","12","45","","","","","","","","","","","","","46000","46000"
"20210203","77","12","46","","","","","","","","","","","","","49800","49800"
"20210203","77","12","61","159","66","0","0","","","","","","","0","93","7.25","6.35"
"20210203","77","12","62","35","10","0","0","","","10","20","","","0","15","7.8","6.88"
"20210203","77","12","63","898","1039","0","0","","","0","144","","","558","273","8.1","7.7"
"20210203","77","12","64","253","154","0","0","","","1","10","","","10","100","8.95","8.3"
"20210210","77","11","31","1079","580","233","539","","","205","147","15","13","4","257","50800","49860"
"20210210","77","11","32","1127","516","253","586","","","61","42","0","1","4","300","53290","51880"
"20210210","77","11","34","","","","","","","","","","","","","56700","55300"
"20210210","77","12","33","26432","4902","11040","11834","0","90721","2262","2150","231","179","90260","20439","39420","38210"
"20210210","77","11","37","123","60","3","61","","","0","5","","","","","52500","49800"
"20210210","77","11","38","200","181","5","24","","","","","","","","","54500","52000"
"20210210","77","12","41","","","","","","","","","","","","","43000","43000"
"20210210","77","12","42","","","","","","","","","","","","","43000","43000"
"20210210","77","12","43","","","","","","","","","","","","","49700","49700"
"20210210","77","12","44","","","","","","","","","","","","","44000","44000"
"20210210","77","12","45","","","","","","","","","","","","","46000","46000"
"20210210","77","12","46","","","","","","","","","","","","","49800","49800"
"20210210","77","12","61","159","66","0","0","","","","","","","0","93","6.83","6.53"
"20210210","77","12","62","35","10","0","0","","","10","20","","","0","15","7.44","7.05"
"20210210","77","12","63","900","1042","0","0","","","0","146","","","558","270","7.5","7.88"
"20210210","77","12","64","253","154","0","0","","","1","10","","","10","100","8","8.47"
"20210217","77","11","31","1112","629","236","506","","","205","126","11","13","6","296","52300","51610"
"20210217","77","11","32","1133","549","287","578","","","60","50","0","1","6","308","55010","53540"
"20210217","77","11","34","","","","","","","","","","","","","58700","57100"
"20210217","77","12","33","26762","5538","9854","10861","0","90320","2203","2196","230","198","90278","20214","41370","39930"
"20210217","77","11","37","177","84","3","91","","","0","5","","","","","53500","51000"
"20210217","77","11","38","253","229","5","29","","","","","","","","","56000","52000"
"20210217","77","12","41","","","","","","","","","","","","","43000","43000"
"20210217","77","12","42","","","","","","","","","","","","","43000","43000"
"20210217","77","12","43","","","","","","","","","","","","","49700","49700"
"20210217","77","12","44","","","","","","","","","","","","","44000","44000"
"20210217","77","12","45","","","","","","","","","","","","","46000","46000"
"20210217","77","12","46","","","","","","","","","","","","","49800","49800"
"20210217","77","12","61","159","66","0","0","","","","","","","0","93","6.87","6.63"
"20210217","77","12","62","35","10","0","0","","","10","20","","","0","15","7.37","7.14"
"20210217","77","12","63","900","1042","0","0","","","0","146","","","558","270","7.61","7.99"
"20210217","77","12","64","253","154","0","0","","","1","10","","","10","100","7.9","8.6"
"20210224","77","11","31","1130","697","201","455","","","182","117","11","15","5","245","53130","51820"
"20210224","77","11","32","1060","528","264","529","","","51","42","2","1","4","281","55000","53650"
"20210224","77","11","34","","","","","","","","","","","","","58000","56800"
"20210224","77","12","33","26526","5347","6883","8465","0","89888","1657","1691","263","211","92038","21765","41360","40160"
"20210224","77","11","37","310","198","3","114","","","0","1","","","","","55500","51000"
"20210224","77","11","38","358","348","5","14","","","0","1","","","","","57000","53400"
"20210224","77","12","41","","","","","","","","","","","","","43000","43000"
"20210224","77","12","42","","","","","","","","","","","","","43000","43000"
"20210224","77","12","43","","","","","","","","","","","","","49700","49700"
"20210224","77","12","44","","","","","","","","","","","","","44000","44000"
"20210224","77","12","45","","","","","","","","","","","","","46000","46000"
"20210224","77","12","46","","","","","","","","","","","","","49800","49800"
"20210224","77","12","61","159","66","0","0","","","","","","","0","93","6.87","6.68"
"20210224","77","12","62","35","10","0","0","","","10","20","","","0","15","7.35","7.2"
"20210224","77","12","63","900","1042","0","0","","","0","146","","","558","270","7.55","8.09"
"20210224","77","12","64","253","154","0","0","","","1","10","","","10","100","7.87","8.69"
"20210303","77","11","31","1096","669","158","390","","","178","97","11","16","10","281","54350","52020"
"20210303","77","11","32","773","315","245","448","","","38","62","2","1","5","237","54810","53160"
"20210303","77","11","34","","","","","","","","","","","","","58700","56800"
"20210303","77","12","33","18244","4442","5686","4950","0","85004","1763","1789","291","180","88142","17761","40930","39550"
"20210303","77","11","37","10","10","3","2","","","0","1","","","","","55000","53800"
"20210303","77","11","38","7","12","5","0","","","","","","","","","57500","54000"
"20210303","77","12","41","","","","","","","","","","","","","43000","43000"
"20210303","77","12","42","","","","","","","","","","","","","43000","43000"
"20210303","77","12","43","","","","","","","","","","","","","49700","49700"
"20210303","77","12","44","","","","","","","","","","","","","44000","44000"
"20210303","77","12","45","","","","","","","","","","","","","46000","46000"
"20210303","77","12","46","","","","","","","","","","","","","49800","49800"
"20210303","77","12","61","135","15","0","0","","","0","120","","","","","6.31","6.96"
"20210303","77","12","62","5","0","0","0","","","5","10","","","","","6.61","8.04"
"20210303","77","12","63","525","517","0","0","","","0","146","","","408","270","7.4","8.35"
"20210303","77","12","64","763","70","0","0","","","0","600","","","7","100","7.95","9.48"
"20210310","77","11","31","1200","833","191","405","","","184","88","10","13","58","304","57790","55210"
"20210310","77","11","32","778","366","256","450","","","44","49","0","1","5","217","58000","55960"
"20210310","77","11","34","","","","","","","","","","","","","61300","59600"
"20210310","77","12","33","18733","4919","10035","10175","0","84569","2717","2696","313","241","88412","17610","44130","42440"
"20210310","77","11","37","130","40","2","92","","","","","","","","","59490","55700"
"20210310","77","11","38","32","37","5","0","","","","","","","","","59000","54800"
"20210310","77","12","41","","","","","","","","","","","","","43000","43000"
"20210310","77","12","42","","","","","","","","","","","","","43000","43000"
"20210310","77","12","43","","","","","","","","","","","","","49700","49700"
"20210310","77","12","44","","","","","","","","","","","","","44000","44000"
"20210310","77","12","45","","","","","","","","","","","","","46000","46000"
"20210310","77","12","46","","","","","","","","","","","","","49800","49800"
"20210310","77","12","61","135","15","0","0","","","0","120","","","","","6.52","7.33"
"20210310","77","12","62","5","0","0","0","","","5","10","","","","","6.84","8.49"
"20210310","77","12","63","525","517","0","0","","","0","146","","","408","270","7.64","8.65"
"20210310","77","12","64","764","70","0","0","","","0","601","","","7","100","8.35","9.84"
"20210317","77","11","31","1288","900","226","417","","","188","87","10","15","4","297","58630","56860"
"20210317","77","11","32","835","418","295","458","","","41","73","","","2","224","58950","57240"
"20210317","77","11","34","","","","","","","","","","","","","62200","60600"
"20210317","77","12","33","18750","5046","10618","10315","0","87460","2318","2293","314","314","92719","19291","45540","43960"
"20210317","77","11","37","180","80","2","101","","","0","1","","","","","59500","55700"
"20210317","77","11","38","67","72","5","0","","","","","","","","","60500","56100"
"20210317","77","12","41","","","","","","","","","","","","","43000","43000"
"20210317","77","12","42","","","","","","","","","","","","","43000","43000"
"20210317","77","12","43","","","","","","","","","","","","","49700","49700"
"20210317","77","12","44","","","","","","","","","","","","","44000","44000"
"20210317","77","12","45","","","","","","","","","","","","","46000","46000"
"20210317","77","12","46","","","","","","","","","","","","","49800","49800"
"20210317","77","12","61","135","15","0","0","","","0","120","","","","","6.57","7.45"
"20210317","77","12","62","5","0","0","0","","","5","10","","","","","6.89","8.61"
"20210317","77","12","63","525","517","0","0","","","0","146","","","408","270","7.71","8.75"
"20210317","77","12","64","1364","70","0","0","","","0","601","","","7","700","8.43","9.93"
"20210324","77","11","31","1354","983","244","403","","","189","133","2","12","6","264","52900","51750"
"20210324","77","11","32","867","491","274","416","","","38","77","","","8","203","54500","52750"
"20210324","77","11","34","","","","","","","","","","","","","58500","57200"
"20210324","77","12","33","18638","5300","8914","9012","0","78523","1865","2219","180","265","85726","20004","40620","39510"
"20210324","77","11","37","293","228","8","73","","","","","","","","","55500","56000"
"20210324","77","11","38","128","177","49","0","","","","","","","","","56800","56600"
"20210324","77","12","41","","","","","","","","","","","","","43000","43000"
"20210324","77","12","42","","","","","","","","","","","","","43000","43000"
"20210324","77","12","43","","","","","","","","","","","","","49700","49700"
"20210324","77","12","44","","","","","","","","","","","","","44000","44000"
"20210324","77","12","45","","","","","","","","","","","","","46000","46000"
"20210324","77","12","46","","","","","","","","","","","","","49800","49800"
"20210324","77","12","61","135","15","0","0","","","0","120","","","","","6.44","7.17"
"20210324","77","12","62","5","0","0","0","","","5","10","","","","","6.75","8.29"
"20210324","77","12","63","525","517","0","0","","","0","236","","","498","270","7.2","8.42"
"20210324","77","12","64","1364","70","0","0","","","0","601","","","7","700","8.14","9.55"
"20210331","77","11","31","1115","781","239","361","","","214","155","3","9","3","268","56820","55140"
"20210331","77","11","32","774","294","257","360","","","47","215","","","8","217","56800","56100"
"20210331","77","11","34","","","","","","","","","","","","","62800","61000"
"20210331","77","12","33","18022","4702","8193","8680","0","85086","2593","2238","215","279","91504","19542","43940","42250"
"20210331","77","11","37","109","48","5","66","","","","","","","","","57800","56000"
"20210331","77","11","38","13","48","35","0","","","","","","","","","59100","56600"
