20200722,77,11,31,1255,832,104,290,,,199,277,24,63,13,133,39920,41320
20200722,77,11,32,484,389,48,130,,,55,21,,,17,64,42560,44700
20200722,77,11,34,,,,,,,,,,,,,47600,48600
20200722,77,12,33,36997,8694,5767,6671,0,139111,2285,1888,228,567,130459,18805,29240,29540
20200722,77,11,37,316,222,2,97,,,1,0,,,,,42710,39800
20200722,77,11,38,696,585,4,115,,,,,,,,,43890,45000
20200722,77,12,41,,,,,,,,,,,,,40310,40310
20200722,77,12,42,,,,,,,,,,,,,40230,40230
20200722,77,12,43,,,,,,,,,,,,,43270,48600
20200722,77,12,44,,,,,,,,,,,,,41150,41150
20200722,77,12,45,,,,,,,,,,,,,42470,42470
20200722,77,12,46,,,,,,,,,,,,,43150,48700
20200722,77,12,61,90,90,,,,,,,,,,,6.90,6.37
20200722,77,12,62,50,50,,,,,,,,,,,8.33,8.14
20200722,77,12,63,1170,2673,,,,,3,0,,,1500,0,7.40,7.32
20200722,77,12,64,345,796,40,40,,,1,1,,,451,0,7.96,9.05
