20201021,77,11,31,1064,590,114,422,,,139,227,26,37,206,273,40200,41030
20201021,77,11,32,1211,1035,201,283,,,98,47,,,54,199,42630,43570
20201021,77,11,34,,,,,,,,,,,,,47100,48100
20201021,77,12,33,28301,6281,8874,9135,0,119371,2629,2084,116,394,120729,23384,27970,28620
20201021,77,11,37,1251,950,0,291,,,0,10,,,,,41900,42100
20201021,77,11,38,1925,1682,0,198,,,0,45,,,,,44600,43500
20201021,77,12,41,,,,,,,,,,,,,43000,43000
20201021,77,12,42,,,,,,,,,,,,,43000,43000
20201021,77,12,43,,,,,,,,,,,,,49100,49700
20201021,77,12,44,,,,,,,,,,,,,44000,44000
20201021,77,12,45,,,,,,,,,,,,,46000,46000
20201021,77,12,46,,,,,,,,,,,,,49200,49800
20201021,77,12,61,60,60,0,0,,,,,,,,,5.91,7.18
20201021,77,12,62,1,0,0,0,,,0,1,,,,,6.32,8.56
20201021,77,12,63,1331,2400,0,0,,,,,,,1129,60,5.75,7.51
20201021,77,12,64,192,493,0,0,,,1,0,,,301,1,6.30,8.68
