20201202,77,11,31,939,471,160,664,,,153,211,21,19,263,171,41920,42260
20201202,77,11,32,1261,885,111,337,,,69,37,,,10,192,45020,45570
20201202,77,11,34,,,,,,,,,,,,,48500,48300
20201202,77,12,33,26068,4674,8551,7917,0,103608,1760,1554,172,212,94206,12792,30380,30310
20201202,77,11,37,533,343,0,175,,,0,15,,,,,44000,44800
20201202,77,11,38,1652,1368,1,227,,,0,58,,,,,46500,45000
20201202,77,12,41,,,,,,,,,,,,,43000,43000
20201202,77,12,42,,,,,,,,,,,,,43000,43000
20201202,77,12,43,,,,,,,,,,,,,49500,49700
20201202,77,12,44,,,,,,,,,,,,,44000,44000
20201202,77,12,45,,,,,,,,,,,,,46000,46000
20201202,77,12,46,,,,,,,,,,,,,49600,49800
20201202,77,12,61,295,145,0,0,,,,,,,0,150,6.59,7.09
20201202,77,12,62,100,50,0,0,,,,,,,0,50,7.80,8.28
20201202,77,12,63,1126,1741,0,0,,,,,,,845,230,6.69,7.77
20201202,77,12,64,140,370,0,0,,,0,30,,,260,0,8.05,9.01
