20200902,77,11,31,1216,725,348,396,,,232,312,14,40,9,346,42300,42510
20200902,77,11,32,877,609,62,171,,,44,77,0,0,47,173,43430,44390
20200902,77,11,34,,,,,,,,,,,,,49200,50200
20200902,77,12,33,28506,4418,5447,5780,0,124943,2302,1556,150,413,119731,19026,30340,30870
20200902,77,11,37,1266,918,0,349,,,1,0,,,,,43600,42400
20200902,77,11,38,1184,1073,5,116,,,,,,,,,46400,45000
20200902,77,12,41,,,,,,,,,,,,,43000,43000
20200902,77,12,42,,,,,,,,,,,,,43000,43000
20200902,77,12,43,,,,,,,,,,,,,47000,49700
20200902,77,12,44,,,,,,,,,,,,,44000,44000
20200902,77,12,45,,,,,,,,,,,,,46000,46000
20200902,77,12,46,,,,,,,,,,,,,47000,49800
20200902,77,12,61,75,71,0,0,,,0,4,,,,,5.96,6.60
20200902,77,12,62,50,50,0,0,,,,,,,,,6.97,7.61
20200902,77,12,63,1022,2422,0,0,,,,,,,1400,0,6.30,7.46
20200902,77,12,64,259,605,30,30,,,,,,,351,5,7.00,8.50
