20200923,77,11,31,1126,784,98,402,,,143,293,25,46,237,104,38740,39000
20200923,77,11,32,967,825,71,216,,,79,65,,,114,125,41880,41800
20200923,77,11,34,,,,,,,,,,,,,46400,47400
20200923,77,12,33,31231,5649,5996,5460,0,120952,1978,1659,95,472,119890,24998,27250,27820
20200923,77,11,37,1353,990,0,364,,,1,0,,,,,40710,42000
20200923,77,11,38,1416,1257,0,128,,,0,31,,,,,42500,43500
20200923,77,12,41,,,,,,,,,,,,,43000,43000
20200923,77,12,42,,,,,,,,,,,,,43000,43000
20200923,77,12,43,,,,,,,,,,,,,47000,49700
20200923,77,12,44,,,,,,,,,,,,,44000,44000
20200923,77,12,45,,,,,,,,,,,,,46000,46000
20200923,77,12,46,,,,,,,,,,,,,47000,49800
20200923,77,12,61,75,71,0,0,,,0,4,,,,,5.77,6.20
20200923,77,12,62,301,302,0,0,,,2,1,,,,,6.70,7.26
20200923,77,12,63,1172,2422,0,0,,,,,,,1280,30,6.09,7.19
20200923,77,12,64,459,806,30,30,,,1,0,,,351,5,6.05,8.13
