20201125,77,11,31,891,430,117,647,,,163,171,25,29,268,187,40990,43310
20201125,77,11,32,1079,761,134,369,,,77,73,,,31,118,45500,46010
20201125,77,11,34,,,,,,,,,,,,,48600,49400
20201125,77,12,33,26310,3908,11505,10831,0,110309,1990,1722,188,201,104198,17220,31140,30930
20201125,77,11,37,533,343,0,175,,,0,15,,,,,44040,40400
20201125,77,11,38,1632,1348,1,227,,,0,58,,,,,45870,43500
20201125,77,12,41,,,,,,,,,,,,,43000,43000
20201125,77,12,42,,,,,,,,,,,,,43000,43000
20201125,77,12,43,,,,,,,,,,,,,49300,49700
20201125,77,12,44,,,,,,,,,,,,,44000,44000
20201125,77,12,45,,,,,,,,,,,,,46000,46000
20201125,77,12,46,,,,,,,,,,,,,49400,49800
20201125,77,12,61,305,155,0,0,,,,,,,0,150,6.78,7.60
20201125,77,12,62,35,35,0,0,,,,,,,,,7.40,9.26
20201125,77,12,63,1351,2190,0,0,,,,,,,1004,165,6.79,8.11
20201125,77,12,64,230,459,0,0,,,0,30,,,260,1,7.69,9.54
