20201216,77,11,31,1067,574,197,545,,,154,141,16,15,104,263,43580,44360
20201216,77,11,32,1462,964,36,337,,,62,40,,,8,227,46700,47300
20201216,77,11,34,,,,,,,,,,,,,50300,50000
20201216,77,12,33,26945,5275,11654,11579,0,102424,2766,2594,190,241,106480,25922,32480,32080
20201216,77,11,37,535,345,0,175,,,0,15,,,,,46800,44800
20201216,77,11,38,1833,1506,1,297,,,0,31,,,,,48000,46100
20201216,77,12,41,,,,,,,,,,,,,43000,43000
20201216,77,12,42,,,,,,,,,,,,,43000,43000
20201216,77,12,43,,,,,,,,,,,,,49500,49700
20201216,77,12,44,,,,,,,,,,,,,44000,44000
20201216,77,12,45,,,,,,,,,,,,,46000,46000
20201216,77,12,46,,,,,,,,,,,,,49600,49800
20201216,77,12,61,405,145,0,0,,,0,10,,,0,250,7.00,7.33
20201216,77,12,62,110,77,0,0,,,17,0,,,0,50,7.92,8.44
20201216,77,12,63,1451,1918,0,9,,,5,0,,,755,284,7.50,8.10
20201216,77,12,64,255,380,0,0,,,0,35,,,160,0,8.71,9.27
