20200715,77,11,11,21155,3316,1856,3438,0,517,22196,29463,3612,5454,2119,8750,6234,6232
20200715,77,12,16,,,9032,1549,0,1,4121,4898,763,642,477,7303,6234,6232
20200715,77,11,12,806,15,,,,,140,735,9,89,147,263,64.1,67.0
20200715,77,11,13,12462,207,309,803,0,241,5293,13047,3297,5141,1245,3167,2857,2821
20200715,77,12,17,,,1182,247,,,700,1625,127,237,291,191,2857,2821
20200715,77,12,19,,,909,907,,,1877,6600,2534,4982,7169,0,2863,2863
20200715,77,12,18,,,671,739,,,37133,34338,7670,11223,946,120,6221,6221
20200715,77,11,14,430,319,,,,,98,193,18,13,0,21,6600,6788
20200715,77,11,31,1481,983,50,286,,,212,360,24,70,22,90,40340,40230
20200715,77,11,32,538,473,70,135,,,56,26,,,23,53,41960,43810
20200715,77,11,34,,,,,,,,,,,,,47000,48000
20200715,77,12,33,39022,8838,7417,7787,0,143840,2913,2609,220,650,134583,20431,28810,28780
20200715,77,11,37,653,481,2,175,,,1,0,,,,,41200,39800
20200715,77,11,38,631,485,4,149,,,0,1,,,,,43000,44000
20200715,77,11,81,2313,3909,459,401,,,2427,5714,1535,2379,6997,1328,147.0,156.5
20200715,77,11,201,1132,65,15,16,,,386,1537,139,207,156,3,19600,22920
20200715,77,11,202,,,,,,,,,,,,,46000,46000
20200715,77,11,204,5,3,,,,,1,3,,,,,14700,13490
20200715,77,12,41,,,,,,,,,,,,,40000,40000
20200715,77,12,42,,,,,,,,,,,,,40000,40000
20200715,77,12,43,,,,,,,,,,,,,43000,48000
20200715,77,12,44,,,,,,,,,,,,,41000,41000
20200715,77,12,45,,,,,,,,,,,,,42000,42000
20200715,77,12,46,,,,,,,,,,,,,43000,48100
20200715,77,12,61,90,90,,,,,,,,,,,6.93,6.35
20200715,77,12,62,50,50,,,,,,,,,,,8.49,8.10
20200715,77,12,63,990,2493,,,,,3,0,,,1500,0,7.43,7.30
20200715,77,12,64,344,795,40,40,,,1,1,,,451,0,8.77,9.00
20200715,77,11,82,,,,,,,,,,,,,129.0,131.0
